experiment_name,generation_ticks,inference_interval,percentile,rtt_percentile_ms,constraint1_satisfied,constraint2_satisfied,both_satisfied,constraint_status
andrew_latency_test,8.0,4,50,442.2639414842706,True,True,True,0
andrew_latency_test,8.0,4,70,446.17776340746786,True,True,True,0
andrew_latency_test,8.0,4,80,448.9567063923459,True,True,True,0
andrew_latency_test,8.0,4,90,452.3425108840456,True,True,True,0
andrew_latency_test,8.0,4,95,454.49897095386405,True,True,True,0
andrew_latency_test,8.0,4,99,457.7567995866411,True,True,True,0
andrew_latency_test,8.0,5,50,442.2639414842706,True,False,False,2
andrew_latency_test,8.0,5,70,446.17776340746786,True,False,False,2
andrew_latency_test,8.0,5,80,448.9567063923459,True,False,False,2
andrew_latency_test,8.0,5,90,452.3425108840456,True,False,False,2
andrew_latency_test,8.0,5,95,454.49897095386405,True,False,False,2
andrew_latency_test,8.0,5,99,457.7567995866411,True,False,False,2
andrew_latency_test,8.0,6,50,442.2639414842706,True,False,False,2
andrew_latency_test,8.0,6,70,446.17776340746786,True,False,False,2
andrew_latency_test,8.0,6,80,448.9567063923459,True,False,False,2
andrew_latency_test,8.0,6,90,452.3425108840456,True,False,False,2
andrew_latency_test,8.0,6,95,454.49897095386405,True,False,False,2
andrew_latency_test,8.0,6,99,457.7567995866411,True,False,False,2
andrew_latency_test,8.0,7,50,442.2639414842706,True,False,False,2
andrew_latency_test,8.0,7,70,446.17776340746786,True,False,False,2
andrew_latency_test,8.0,7,80,448.9567063923459,True,False,False,2
andrew_latency_test,8.0,7,90,452.3425108840456,True,False,False,2
andrew_latency_test,8.0,7,95,454.49897095386405,True,False,False,2
andrew_latency_test,8.0,7,99,457.7567995866411,True,False,False,2
